Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Language-1,Store: Language-2,Store: Language-3,Store: Language-4,Store: Watching-hours,Store: Listening-hours,Store: Games-hours,Store: Internet-hours,Store: Home-hours,Store: Family-hours,Store: Social-hours,Store: Work-school-hours,Store: Out-of-home-hours,Store: Other-hours,Store: Other-specification
46,1745535810043,24/04/2025 23:03:30,1745521410043,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 4,ts9c7h,4,,response,Language-value,,,,Country 4,9,object-25,English,Spanish,Japanese,,,,,,,,,,,,
47,1745535810044,24/04/2025 23:03:30,1745521410044,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 4,ts9c7h,4,Frequency of use,response,value,,,,Country 4 Frequency,10,object-83,English,Spanish,Japanese,,,,,,,,,,,,
48,1745535810044,24/04/2025 23:03:30,1745521410044,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 4,ts9c7h,4,Frequency of use,response,quantised,,,,Country 4 Frequency,10,object-83,English,Spanish,Japanese,,,,,,,,,,,,
49,1745535810045,24/04/2025 23:03:30,1745521410045,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,Non-native language 1,response,value,Spanish,,English|Spanish|Japanese,Non-native language 1,3,object-94,English,Spanish,Japanese,,,,,,,,,,,,
50,1745535810045,24/04/2025 23:03:30,1745521410045,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,Non-native language 1,response,quantised,2,,English|Spanish|Japanese,Non-native language 1,3,object-94,English,Spanish,Japanese,,,,,,,,,,,,
51,1745535810047,24/04/2025 23:03:30,1745521410047,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,Non-native language 2,response,value,Japanese,,English|Spanish|Japanese,Non-native language 2,4,object-95,English,Spanish,Japanese,,,,,,,,,,,,
52,1745535810047,24/04/2025 23:03:30,1745521410047,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,Non-native language 2,response,quantised,3,,English|Spanish|Japanese,Non-native language 2,4,object-95,English,Spanish,Japanese,,,,,,,,,,,,
53,1745535810049,24/04/2025 23:03:30,1745521410049,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,Non-native language 3,response,value,,,English|Spanish|Japanese,Non-native language 3,5,object-96,English,Spanish,Japanese,,,,,,,,,,,,
54,1745535810049,24/04/2025 23:03:30,1745521410049,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,Non-native language 3,response,quantised,0,,English|Spanish|Japanese,Non-native language 3,5,object-96,English,Spanish,Japanese,,,,,,,,,,,,
55,1745535810050,24/04/2025 23:03:30,1745521410050,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,Non-native language 4,response,value,,,English|Spanish|Japanese,Non-native language 4,6,object-97,English,Spanish,Japanese,,,,,,,,,,,,
56,1745535810051,24/04/2025 23:03:30,1745521410051,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,Non-native language 4,response,quantised,0,,English|Spanish|Japanese,Non-native language 4,6,object-97,English,Spanish,Japanese,,,,,,,,,,,,
57,1745535810051,24/04/2025 23:03:30,1745521410051,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 1-Immersion*,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Spanish,Japanese,,,,,,,,,,,,
58,1745535810052,24/04/2025 23:03:30,1745521410052,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 1-Classroom instruction,1,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Spanish,Japanese,,,,,,,,,,,,
59,1745535810053,24/04/2025 23:03:30,1745521410053,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 1-Self-learning,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Spanish,Japanese,,,,,,,,,,,,
60,1745535810054,24/04/2025 23:03:30,1745521410054,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 2-Immersion*,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Spanish,Japanese,,,,,,,,,,,,
61,1745535810054,24/04/2025 23:03:30,1745521410054,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 2-Classroom instruction,1,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Spanish,Japanese,,,,,,,,,,,,
62,1745535810055,24/04/2025 23:03:30,1745521410055,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 2-Self-learning,1,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Spanish,Japanese,,,,,,,,,,,,
63,1745535810056,24/04/2025 23:03:30,1745521410056,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 3-Immersion*,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Spanish,Japanese,,,,,,,,,,,,
64,1745535810057,24/04/2025 23:03:30,1745521410057,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 3-Classroom instruction,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Spanish,Japanese,,,,,,,,,,,,
65,1745535810058,24/04/2025 23:03:30,1745521410058,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 3-Self-learning,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Spanish,Japanese,,,,,,,,,,,,
66,1745535810059,24/04/2025 23:03:30,1745521410059,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 4-Immersion*,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Spanish,Japanese,,,,,,,,,,,,
67,1745535810059,24/04/2025 23:03:30,1745521410059,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 4-Classroom instruction,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Spanish,Japanese,,,,,,,,,,,,
68,1745535810060,24/04/2025 23:03:30,1745521410060,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 4-Self-learning,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Spanish,Japanese,,,,,,,,,,,,
69,1745535810060,24/04/2025 23:03:30,1745521410060,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 6,1f2d16,6,_Age you started using **English**..._,response,At home-value,0,,,Language 1,3,object-40,English,Spanish,Japanese,,,,,,,,,,,,
70,1745535810061,24/04/2025 23:03:30,1745521410061,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 6,1f2d16,6,_Age you started using **English**..._,response,With friends-value,0,,,Language 1,3,object-40,English,Spanish,Japanese,,,,,,,,,,,,
71,1745535810062,24/04/2025 23:03:30,1745521410062,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 6,1f2d16,6,_Age you started using **English**..._,response,At school-value,0,,,Language 1,3,object-40,English,Spanish,Japanese,,,,,,,,,,,,
72,1745535810063,24/04/2025 23:03:30,1745521410063,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 6,1f2d16,6,_Age you started using **English**..._,response,At work-value,16,,,Language 1,3,object-40,English,Spanish,Japanese,,,,,,,,,,,,
73,1745535810064,24/04/2025 23:03:30,1745521410064,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 6,1f2d16,6,_Age you started using **English**..._,response,Language software-value,0,,,Language 1,3,object-40,English,Spanish,Japanese,,,,,,,,,,,,
74,1745535810065,24/04/2025 23:03:30,1745521410065,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 6,1f2d16,6,_Age you started using **English**..._,response,Online games-value,0,,,Language 1,3,object-40,English,Spanish,Japanese,,,,,,,,,,,,
75,1745535810066,24/04/2025 23:03:30,1745521410066,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 6,1f2d16,6,_Age you started using **Spanish**..._,response,At home-value,NA,,,Language 2,4,object-41,English,Spanish,Japanese,,,,,,,,,,,,
76,1745535810066,24/04/2025 23:03:30,1745521410066,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 6,1f2d16,6,_Age you started using **Spanish**..._,response,With friends-value,NA,,,Language 2,4,object-41,English,Spanish,Japanese,,,,,,,,,,,,
77,1745535810067,24/04/2025 23:03:30,1745521410067,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 6,1f2d16,6,_Age you started using **Spanish**..._,response,At school-value,11,,,Language 2,4,object-41,English,Spanish,Japanese,,,,,,,,,,,,
78,1745535810067,24/04/2025 23:03:30,1745521410067,-4,24/04/2025 15:03:30,220234,3,questionnaire-9kaq,,45628692,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,Page 6,1f2d16,6,_Age you started using **Spanish**..._,response,At work-value,NA,,,Language 2,4,object-41,English,Spanish,Japanese,,,,,,,,,,,,
