Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,checkpoint-wo1n,checkpoint-x4vd,checkpoint-1bol,checkpoint-a1y4,checkpoint-pifd,checkpoint-f46v,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Language-1,Store: Language-2,Store: Language-3,Store: Language-4,Store: Watching-hours,Store: Listening-hours,Store: Games-hours,Store: Internet-hours,Store: Home-hours,Store: Family-hours,Store: Social-hours,Store: Work-school-hours,Store: Out-of-home-hours,Store: Other-hours,Store: Other-specification
38,1745428763663,23/04/2025 17:19:23,1745414363663,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,Frequency of use,response,quantised,7,,,Country 2 Frequency,6,object-81,English,Chinese,Japanese,,,,,,,,,,,,
39,1745428763663,23/04/2025 17:19:23,1745414363663,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,,response,Country 3-value,,,,Country 3,7,object-23,English,Chinese,Japanese,,,,,,,,,,,,
40,1745428763663,23/04/2025 17:19:23,1745414363663,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,,response,Length of stay (in months)-value,,,,Country 3,7,object-23,English,Chinese,Japanese,,,,,,,,,,,,
41,1745428763663,23/04/2025 17:19:23,1745414363663,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,,response,Language-value,,,,Country 3,7,object-23,English,Chinese,Japanese,,,,,,,,,,,,
42,1745428763664,23/04/2025 17:19:23,1745414363664,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,Frequency of use,response,value,,,,Country 3 Frequency,8,object-82,English,Chinese,Japanese,,,,,,,,,,,,
43,1745428763664,23/04/2025 17:19:23,1745414363664,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,Frequency of use,response,quantised,,,,Country 3 Frequency,8,object-82,English,Chinese,Japanese,,,,,,,,,,,,
44,1745428763664,23/04/2025 17:19:23,1745414363664,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,,response,Country 4-value,,,,Country 4,9,object-25,English,Chinese,Japanese,,,,,,,,,,,,
45,1745428763665,23/04/2025 17:19:23,1745414363665,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,,response,Length of stay (in months)-value,,,,Country 4,9,object-25,English,Chinese,Japanese,,,,,,,,,,,,
46,1745428763665,23/04/2025 17:19:23,1745414363665,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,,response,Language-value,,,,Country 4,9,object-25,English,Chinese,Japanese,,,,,,,,,,,,
47,1745428763666,23/04/2025 17:19:23,1745414363666,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,Frequency of use,response,value,,,,Country 4 Frequency,10,object-83,English,Chinese,Japanese,,,,,,,,,,,,
48,1745428763666,23/04/2025 17:19:23,1745414363666,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,Frequency of use,response,quantised,,,,Country 4 Frequency,10,object-83,English,Chinese,Japanese,,,,,,,,,,,,
49,1745428763666,23/04/2025 17:19:23,1745414363666,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,Non-native language 1,response,value,Chinese,,English|Chinese|Japanese,Non-native language 1,3,object-94,English,Chinese,Japanese,,,,,,,,,,,,
50,1745428763667,23/04/2025 17:19:23,1745414363667,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,Non-native language 1,response,quantised,2,,English|Chinese|Japanese,Non-native language 1,3,object-94,English,Chinese,Japanese,,,,,,,,,,,,
51,1745428763667,23/04/2025 17:19:23,1745414363667,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,Non-native language 2,response,value,Japanese,,English|Chinese|Japanese,Non-native language 2,4,object-95,English,Chinese,Japanese,,,,,,,,,,,,
52,1745428763667,23/04/2025 17:19:23,1745414363667,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,Non-native language 2,response,quantised,3,,English|Chinese|Japanese,Non-native language 2,4,object-95,English,Chinese,Japanese,,,,,,,,,,,,
53,1745428763668,23/04/2025 17:19:23,1745414363668,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,Non-native language 3,response,value,,,English|Chinese|Japanese,Non-native language 3,5,object-96,English,Chinese,Japanese,,,,,,,,,,,,
54,1745428763668,23/04/2025 17:19:23,1745414363668,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,Non-native language 3,response,quantised,0,,English|Chinese|Japanese,Non-native language 3,5,object-96,English,Chinese,Japanese,,,,,,,,,,,,
55,1745428763669,23/04/2025 17:19:23,1745414363669,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,Non-native language 4,response,value,,,English|Chinese|Japanese,Non-native language 4,6,object-97,English,Chinese,Japanese,,,,,,,,,,,,
56,1745428763669,23/04/2025 17:19:23,1745414363669,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,Non-native language 4,response,quantised,0,,English|Chinese|Japanese,Non-native language 4,6,object-97,English,Chinese,Japanese,,,,,,,,,,,,
57,1745428763670,23/04/2025 17:19:23,1745414363670,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 1-Immersion*,1,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Chinese,Japanese,,,,,,,,,,,,
58,1745428763670,23/04/2025 17:19:23,1745414363670,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 1-Classroom instruction,1,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Chinese,Japanese,,,,,,,,,,,,
59,1745428763670,23/04/2025 17:19:23,1745414363670,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 1-Self-learning,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Chinese,Japanese,,,,,,,,,,,,
60,1745428763671,23/04/2025 17:19:23,1745414363671,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 2-Immersion*,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Chinese,Japanese,,,,,,,,,,,,
61,1745428763671,23/04/2025 17:19:23,1745414363671,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 2-Classroom instruction,1,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Chinese,Japanese,,,,,,,,,,,,
62,1745428763672,23/04/2025 17:19:23,1745414363672,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 2-Self-learning,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Chinese,Japanese,,,,,,,,,,,,
63,1745428763672,23/04/2025 17:19:23,1745414363672,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 3-Immersion*,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Chinese,Japanese,,,,,,,,,,,,
64,1745428763673,23/04/2025 17:19:23,1745414363673,-4,23/04/2025 09:19:23,220221,4,questionnaire-9kaq,repeat-7t26#4,45595203,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 3-Classroom instruction,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,Chinese,Japanese,,,,,,,,,,,,
